Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total_Sales,Profit,Return_Flag,Customer_Frequency,Monetary,Recency,Discount (%),Shipping_Cost,Customer_Segment
489795,72756,FAIRY CAKE CANDLES,18,12/2/2009 12:13,1.49,14440,United Kingdom,26.82,5.364,0,15,6526.83,2,18.73,3.16,Mid Value
489795,22189,CREAM HEART CARD HOLDER,12,12/2/2009 12:13,3.95,14440,United Kingdom,47.4,9.48,0,15,6526.83,2,1.28,2.67,Mid Value
489795,82486,WOOD S/3 CABINET ANT WHITE FINISH,8,12/2/2009 12:13,7.95,14440,United Kingdom,63.6,12.72,0,15,6526.83,2,16.49,2.6,Mid Value
489795,21755,LOVE BUILDING BLOCK WORD,36,12/2/2009 12:13,5.45,14440,United Kingdom,196.2,39.24,0,15,6526.83,2,5.85,2.01,Mid Value
489795,21135,VICTORIAN  METAL POSTCARD SPRING,16,12/2/2009 12:13,1.69,14440,United Kingdom,27.04,5.408,0,15,6526.83,2,8.88,4.05,Mid Value
489795,82494L,WOODEN FRAME ANTIQUE WHITE ,24,12/2/2009 12:13,2.55,14440,United Kingdom,61.2,12.24,0,15,6526.83,2,0.44,4.43,Mid Value
489795,82482,WOODEN PICTURE FRAME WHITE FINISH,36,12/2/2009 12:13,2.1,14440,United Kingdom,75.6,15.12,0,15,6526.83,2,6.02,3.78,Mid Value
489795,21107,CREAM SLICE FLANNEL PINK SPOT ,24,12/2/2009 12:13,2.55,14440,United Kingdom,61.2,12.24,0,15,6526.83,2,10.05,3.41,Mid Value
489795,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,24,12/2/2009 12:13,2.55,14440,United Kingdom,61.2,12.24,0,15,6526.83,2,1.12,3.69,Mid Value
489795,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,27,12/2/2009 12:13,2.55,14440,United Kingdom,68.85,13.77,0,15,6526.83,2,9.82,3.92,Mid Value
489796,20668,DISCO BALL CHRISTMAS DECORATION,24,12/2/2009 12:15,0.12,15680,United Kingdom,2.88,0.576,0,12,4464.48,3,18.54,4.76,Mid Value
489796,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,12/2/2009 12:15,1.25,15680,United Kingdom,15,3,0,12,4464.48,3,2.11,3.55,Mid Value
489796,21007,ETCHED GLASS DROPLET DECORATION,12,12/2/2009 12:15,1.45,15680,United Kingdom,17.4,3.48,0,12,4464.48,3,15.29,3.33,Mid Value
489796,85112,S/3 TEAR DROP CUT GLASS DECORATION,12,12/2/2009 12:15,1.25,15680,United Kingdom,15,3,0,12,4464.48,3,8.19,3.28,Mid Value
489796,22130,PARTY CONE CHRISTMAS DECORATION ,12,12/2/2009 12:15,0.85,15680,United Kingdom,10.2,2.04,0,12,4464.48,3,13.1,2.73,Mid Value
489796,21490,SET OF THREE 50'S GIFT WRAPS ,6,12/2/2009 12:15,1.95,15680,United Kingdom,11.7,2.34,0,12,4464.48,3,5.2,4.36,Mid Value
489796,21811,CHRISTMAS HANGING HEART WITH BELL,12,12/2/2009 12:15,1.25,15680,United Kingdom,15,3,0,12,4464.48,3,3.19,2.34,Mid Value
489796,22335,HEART DECORATION PAINTED ZINC ,24,12/2/2009 12:15,0.65,15680,United Kingdom,15.6,3.12,0,12,4464.48,3,3.21,3.5,Mid Value
489796,22294,HEART FILIGREE DOVE  SMALL,24,12/2/2009 12:15,1.25,15680,United Kingdom,30,6,0,12,4464.48,3,1.41,4.11,Mid Value
489796,22295,HEART FILIGREE DOVE LARGE,12,12/2/2009 12:15,1.65,15680,United Kingdom,19.8,3.96,0,12,4464.48,3,3.71,4.05,Mid Value
489796,22219,LOVEBIRD HANGING DECORATION WHITE ,12,12/2/2009 12:15,0.85,15680,United Kingdom,10.2,2.04,0,12,4464.48,3,13.28,4.25,Mid Value
489796,22224,WHITE LOVEBIRD LANTERN,6,12/2/2009 12:15,2.95,15680,United Kingdom,17.7,3.54,0,12,4464.48,3,17.63,3.66,Mid Value
489796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,12/2/2009 12:15,2.95,15680,United Kingdom,35.4,7.08,0,12,4464.48,3,16.28,3.38,Mid Value
489796,21733,RED HANGING HEART T-LIGHT HOLDER,6,12/2/2009 12:15,2.95,15680,United Kingdom,17.7,3.54,0,12,4464.48,3,13.7,4.12,Mid Value
489796,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/2/2009 12:15,1.69,15680,United Kingdom,27.04,5.408,0,12,4464.48,3,2.21,4.98,Mid Value
489796,20814,SILVER FINCH DECORATION,12,12/2/2009 12:15,1.25,15680,United Kingdom,15,3,0,12,4464.48,3,5.78,3.65,Mid Value
489796,22212,FOUR HOOK  WHITE LOVEBIRDS,6,12/2/2009 12:15,2.1,15680,United Kingdom,12.6,2.52,0,12,4464.48,3,6.2,4.57,Mid Value
489796,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,12/2/2009 12:15,0.42,15680,United Kingdom,10.08,2.016,0,12,4464.48,3,5,3.91,Mid Value
489796,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,12/2/2009 12:15,0.55,15680,United Kingdom,13.2,2.64,0,12,4464.48,3,10.3,2.85,Mid Value
489797,22276,WASH BAG VINTAGE ROSE PAISLEY,1,12/2/2009 12:19,2.55,15581,United Kingdom,2.55,0.51,0,43,5797.78,115,10.71,2.34,Mid Value
489797,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,5,12/2/2009 12:19,4.25,15581,United Kingdom,21.25,4.25,0,43,5797.78,115,7.14,2.18,Mid Value
489797,20725,LUNCH BAG RED SPOTTY,1,12/2/2009 12:19,1.65,15581,United Kingdom,1.65,0.33,0,43,5797.78,115,7.08,2.05,Mid Value
489797,47566B,TEA TIME PARTY BUNTING,2,12/2/2009 12:19,4.65,15581,United Kingdom,9.3,1.86,0,43,5797.78,115,16.57,2.69,Mid Value
489797,79329,PINK FLOCK GLASS CANDLEHOLDER,4,12/2/2009 12:19,1.65,15581,United Kingdom,6.6,1.32,0,43,5797.78,115,15.79,3.26,Mid Value
489797,20765,CHRYSANTHEMUM SKETCHBOOK ,1,12/2/2009 12:19,3.75,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,6.16,4.28,Mid Value
489797,22130,PARTY CONE CHRISTMAS DECORATION ,12,12/2/2009 12:19,0.85,15581,United Kingdom,10.2,2.04,0,43,5797.78,115,18.28,4.57,Mid Value
489797,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,12/2/2009 12:19,3.95,15581,United Kingdom,3.95,0.79,0,43,5797.78,115,19.06,3.9,Mid Value
489797,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,12/2/2009 12:19,2.1,15581,United Kingdom,2.1,0.42,0,43,5797.78,115,6.53,2.76,Mid Value
489797,21740,COSY SLIPPER SHOES LARGE RED,1,12/2/2009 12:19,2.95,15581,United Kingdom,2.95,0.59,0,43,5797.78,115,7.09,4.98,Mid Value
489797,72815,3 WICK CHRISTMAS BRIAR CANDLE ,1,12/2/2009 12:19,3.75,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,10.11,2.74,Mid Value
489797,21114,LAVENDER SCENTED FABRIC HEART,5,12/2/2009 12:19,1.25,15581,United Kingdom,6.25,1.25,0,43,5797.78,115,18.82,3.37,Mid Value
489797,22208,WOOD STAMP SET THANK YOU,2,12/2/2009 12:19,1.65,15581,United Kingdom,3.3,0.66,0,43,5797.78,115,17.53,2.06,Mid Value
489797,35931,PINK STAR CHRISTMAS DECORATION,12,12/2/2009 12:19,1.95,15581,United Kingdom,23.4,4.68,0,43,5797.78,115,2.05,3.58,Mid Value
489797,20668,DISCO BALL CHRISTMAS DECORATION,24,12/2/2009 12:19,0.12,15581,United Kingdom,2.88,0.576,0,43,5797.78,115,7.85,4.73,Mid Value
489797,20829,GLITTER HANGING BUTTERFLY STRING,1,12/2/2009 12:19,2.1,15581,United Kingdom,2.1,0.42,0,43,5797.78,115,11.07,3.43,Mid Value
489797,20765,CHRYSANTHEMUM SKETCHBOOK ,1,12/2/2009 12:19,3.75,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,10.06,2.5,Mid Value
489797,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,1,12/2/2009 12:19,8.5,15581,United Kingdom,8.5,1.7,0,43,5797.78,115,3.88,4.78,Mid Value
489797,21500,PINK SPOTS  WRAP ,50,12/2/2009 12:19,0.42,15581,United Kingdom,21,4.2,0,43,5797.78,115,17.18,4.9,Mid Value
489797,85099B,JUMBO BAG RED WHITE SPOTTY ,4,12/2/2009 12:19,1.95,15581,United Kingdom,7.8,1.56,0,43,5797.78,115,13.54,3.58,Mid Value
489797,20979,36 PENCILS TUBE RED SPOTTY,2,12/2/2009 12:19,1.25,15581,United Kingdom,2.5,0.5,0,43,5797.78,115,16.76,2.05,Mid Value
489797,85103, SILVER T-LIGHT SETTING,3,12/2/2009 12:19,6.75,15581,United Kingdom,20.25,4.05,0,43,5797.78,115,17.18,2.27,Mid Value
489797,20748,KENSINGTON COFFEE SET,1,12/2/2009 12:19,12.75,15581,United Kingdom,12.75,2.55,0,43,5797.78,115,14.97,4.1,Mid Value
489797,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,12/2/2009 12:19,4.65,15581,United Kingdom,9.3,1.86,0,43,5797.78,115,8.78,2.61,Mid Value
489797,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,12/2/2009 12:19,2.95,15581,United Kingdom,2.95,0.59,0,43,5797.78,115,12.21,4.2,Mid Value
489797,47591D,PINK FAIRY CAKE CHILD'S APRON,3,12/2/2009 12:19,1.95,15581,United Kingdom,5.85,1.17,0,43,5797.78,115,3.21,3.98,Mid Value
489798,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/2/2009 12:22,3.95,13740,United Kingdom,15.8,3.16,0,5,1597.77,235,13.47,4.52,Low Value
489798,22207,FRYING PAN UNION FLAG,4,12/2/2009 12:22,4.25,13740,United Kingdom,17,3.4,0,5,1597.77,235,3.59,4.46,Low Value
489798,22201,FRYING PAN BLUE POLKADOT ,4,12/2/2009 12:22,4.25,13740,United Kingdom,17,3.4,0,5,1597.77,235,13.88,2.05,Low Value
489798,22215,CAKE STAND WHITE TWO TIER LACE,2,12/2/2009 12:22,8.5,13740,United Kingdom,17,3.4,0,5,1597.77,235,4.59,2.62,Low Value
489798,22296,HEART IVORY TRELLIS LARGE,12,12/2/2009 12:22,1.65,13740,United Kingdom,19.8,3.96,0,5,1597.77,235,2.35,2.75,Low Value
489798,47591D,PINK FAIRY CAKE CHILD'S APRON,8,12/2/2009 12:22,1.95,13740,United Kingdom,15.6,3.12,0,5,1597.77,235,3.31,2.29,Low Value
489798,22125,UNION JACK HOT WATER BOTTLE ,3,12/2/2009 12:22,5.95,13740,United Kingdom,17.85,3.57,0,5,1597.77,235,0.04,4.57,Low Value
489798,21622,VINTAGE UNION JACK CUSHION COVER,4,12/2/2009 12:22,4.95,13740,United Kingdom,19.8,3.96,0,5,1597.77,235,14.37,2.39,Low Value
489798,21624,VINTAGE UNION JACK DOORSTOP,3,12/2/2009 12:22,5.95,13740,United Kingdom,17.85,3.57,0,5,1597.77,235,14.65,3.65,Low Value
489798,21231,SWEETHEART CERAMIC TRINKET BOX,12,12/2/2009 12:22,1.25,13740,United Kingdom,15,3,0,5,1597.77,235,10.3,2.55,Low Value
489798,22073,RETRO SPOT STORAGE JAR,4,12/2/2009 12:22,3.75,13740,United Kingdom,15,3,0,5,1597.77,235,3.23,3.65,Low Value
489798,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,12/2/2009 12:22,7.95,13740,United Kingdom,15.9,3.18,0,5,1597.77,235,1.67,2.35,Low Value
489798,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,12/2/2009 12:22,6.95,13740,United Kingdom,13.9,2.78,0,5,1597.77,235,0.38,2.36,Low Value
489798,22199,FRYING PAN RED POLKADOT ,4,12/2/2009 12:22,4.25,13740,United Kingdom,17,3.4,0,5,1597.77,235,3.31,3.11,Low Value
489798,20685,RED SPOTTY COIR DOORMAT,2,12/2/2009 12:22,6.75,13740,United Kingdom,13.5,2.7,0,5,1597.77,235,17.82,3.36,Low Value
489798,22135,LADLE LOVE HEART PINK,12,12/2/2009 12:22,0.42,13740,United Kingdom,5.04,1.008,0,5,1597.77,235,4.83,2.45,Low Value
489798,21115,ROSE CARAVAN DOORSTOP,2,12/2/2009 12:22,6.75,13740,United Kingdom,13.5,2.7,0,5,1597.77,235,7.09,4.89,Low Value
489798,22073,RETRO SPOT STORAGE JAR,4,12/2/2009 12:22,3.75,13740,United Kingdom,15,3,0,5,1597.77,235,2.11,4.1,Low Value
489798,21533,RETRO SPOT LARGE MILK JUG,3,12/2/2009 12:22,4.95,13740,United Kingdom,14.85,2.97,0,5,1597.77,235,4.45,3.88,Low Value
489798,21535,RETRO SPOT SMALL MILK JUG,6,12/2/2009 12:22,2.55,13740,United Kingdom,15.3,3.06,0,5,1597.77,235,10.38,2.17,Low Value
C489799,21929,JUMBO BAG PINK VINTAGE PAISLEY,-2,12/2/2009 12:23,1.95,13070,United Kingdom,-3.9,-0.78,1,5,743.9,186,12.16,2.75,Low Value
C489799,20711,JUMBO BAG TOYS ,-2,12/2/2009 12:23,1.95,13070,United Kingdom,-3.9,-0.78,1,5,743.9,186,4.91,2.64,Low Value
489800,21499,BLUE SPOTS  WRAP,25,12/2/2009 12:26,0.42,17768,United Kingdom,10.5,2.1,0,8,3504.56,2,1.15,4.77,Mid Value
489800,72756,FAIRY CAKE CANDLES,9,12/2/2009 12:26,1.49,17768,United Kingdom,13.41,2.682,0,8,3504.56,2,7.82,2.06,Mid Value
489800,82615,PINK MARSHMALLOW SCARF KNITTING KIT,4,12/2/2009 12:26,2.95,17768,United Kingdom,11.8,2.36,0,8,3504.56,2,4.68,2.83,Mid Value
489800,82616A,BUBBLE GUM SCARF KNITTING KIT,2,12/2/2009 12:26,2.95,17768,United Kingdom,5.9,1.18,0,8,3504.56,2,4.39,2.7,Mid Value
489800,21726,MULTI HEARTS  STICKERS,50,12/2/2009 12:26,0.85,17768,United Kingdom,42.5,8.5,0,8,3504.56,2,19.2,4.57,Mid Value
489800,16161U,"WRAP,SUKI AND FRIENDS",25,12/2/2009 12:26,0.42,17768,United Kingdom,10.5,2.1,0,8,3504.56,2,12.33,3.43,Mid Value
489800,21497,FANCY FONTS BIRTHDAY WRAP,25,12/2/2009 12:26,0.42,17768,United Kingdom,10.5,2.1,0,8,3504.56,2,11.14,3.47,Mid Value
489800,16012,FOOD/DRINK SPUNGE STICKERS,61,12/2/2009 12:26,0.21,17768,United Kingdom,12.81,2.562,0,8,3504.56,2,8.32,4.78,Mid Value
489800,84559B,3D SHEET OF CAT STICKERS,8,12/2/2009 12:26,0.85,17768,United Kingdom,6.8,1.36,0,8,3504.56,2,8.58,2.52,Mid Value
489800,84559A,3D SHEET OF DOG STICKERS,4,12/2/2009 12:26,0.85,17768,United Kingdom,3.4,0.68,0,8,3504.56,2,10.82,4.24,Mid Value
489800,84249D,FAIRY CAKE GREETINGS CARD,12,12/2/2009 12:26,0.42,17768,United Kingdom,5.04,1.008,0,8,3504.56,2,13.93,4.62,Mid Value
489800,21098,CHRISTMAS TOILET ROLL,2,12/2/2009 12:26,1.25,17768,United Kingdom,2.5,0.5,0,8,3504.56,2,14.04,2.73,Mid Value
489800,22276,WASH BAG VINTAGE ROSE PAISLEY,10,12/2/2009 12:26,2.55,17768,United Kingdom,25.5,5.1,0,8,3504.56,2,3.43,3.04,Mid Value
489800,84270,ASSTD DESIGN BUBBLE GUM RING,90,12/2/2009 12:26,0.21,17768,United Kingdom,18.9,3.78,0,8,3504.56,2,10,4.19,Mid Value
489800,21700,BIG DOUGHNUT FRIDGE MAGNETS,30,12/2/2009 12:26,0.85,17768,United Kingdom,25.5,5.1,0,8,3504.56,2,8.24,3.94,Mid Value
489800,21100,CHARLIE AND LOLA CHARLOTTE BAG,20,12/2/2009 12:26,1.65,17768,United Kingdom,33,6.6,0,8,3504.56,2,17.41,4.4,Mid Value
489800,22200,FRYING PAN PINK POLKADOT ,1,12/2/2009 12:26,4.25,17768,United Kingdom,4.25,0.85,0,8,3504.56,2,12.63,2.05,Mid Value
489800,22202,MILK PAN PINK RETROSPOT,1,12/2/2009 12:26,3.75,17768,United Kingdom,3.75,0.75,0,8,3504.56,2,10.65,3.72,Mid Value
489800,84050,PINK HEART SHAPE EGG FRYING PAN,6,12/2/2009 12:26,1.65,17768,United Kingdom,9.9,1.98,0,8,3504.56,2,2.31,3.55,Mid Value
489800,22196,SMALL HEART MEASURING SPOONS,2,12/2/2009 12:26,0.85,17768,United Kingdom,1.7,0.34,0,8,3504.56,2,12.11,4.92,Mid Value
489800,22195,LARGE HEART MEASURING SPOONS,6,12/2/2009 12:26,1.65,17768,United Kingdom,9.9,1.98,0,8,3504.56,2,2.34,3.1,Mid Value
489800,17003,BROCADE RING PURSE ,36,12/2/2009 12:26,0.21,17768,United Kingdom,7.56,1.512,0,8,3504.56,2,6.74,2.76,Mid Value
489800,84813,SET OF 4 DIAMOND NAPKIN RINGS,1,12/2/2009 12:26,12.75,17768,United Kingdom,12.75,2.55,0,8,3504.56,2,2.86,2.7,Mid Value
489800,21700,BIG DOUGHNUT FRIDGE MAGNETS,30,12/2/2009 12:26,0.85,17768,United Kingdom,25.5,5.1,0,8,3504.56,2,13.84,2.77,Mid Value
489800,22064,PINK DOUGHNUT TRINKET POT ,12,12/2/2009 12:26,1.65,17768,United Kingdom,19.8,3.96,0,8,3504.56,2,4.13,2.99,Mid Value
489800,22347,PIZZA SLICE DISH,12,12/2/2009 12:26,1.25,17768,United Kingdom,15,3,0,8,3504.56,2,7.84,3.7,Mid Value
489800,21232,STRAWBERRY CERAMIC TRINKET BOX,12,12/2/2009 12:26,1.25,17768,United Kingdom,15,3,0,8,3504.56,2,17.91,3.2,Mid Value
489800,21231,SWEETHEART CERAMIC TRINKET BOX,12,12/2/2009 12:26,1.25,17768,United Kingdom,15,3,0,8,3504.56,2,4.09,3.41,Mid Value
489800,20718,RED SPOTTY SHOPPER BAG,6,12/2/2009 12:26,1.25,17768,United Kingdom,7.5,1.5,0,8,3504.56,2,10.16,2.64,Mid Value
489800,85099B,JUMBO BAG RED WHITE SPOTTY ,6,12/2/2009 12:26,1.95,17768,United Kingdom,11.7,2.34,0,8,3504.56,2,8.39,4.75,Mid Value
489800,20724,RED SPOTTY CHARLOTTE BAG,10,12/2/2009 12:26,0.85,17768,United Kingdom,8.5,1.7,0,8,3504.56,2,0.36,4.78,Mid Value
489800,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",2,12/2/2009 12:26,0.85,17768,United Kingdom,1.7,0.34,0,8,3504.56,2,15.86,4.73,Mid Value
489801,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/2/2009 12:28,0.38,12948,United Kingdom,36.48,7.296,0,10,2306.18,10,1.38,4.28,Low Value
489801,20730,STRAWBERRY CANDY BAG,10,12/2/2009 12:28,1.25,12948,United Kingdom,12.5,2.5,0,10,2306.18,10,9.49,2.96,Low Value
489801,21935,SUKI  SHOULDER BAG,10,12/2/2009 12:28,1.65,12948,United Kingdom,16.5,3.3,0,10,2306.18,10,11.21,4.14,Low Value
489801,51008,AFGHAN SLIPPER SOCK PAIR,10,12/2/2009 12:28,3.45,12948,United Kingdom,34.5,6.9,0,10,2306.18,10,12.57,4.04,Low Value
489801,21871,SAVE THE PLANET MUG,12,12/2/2009 12:28,1.25,12948,United Kingdom,15,3,0,10,2306.18,10,13.77,2.61,Low Value
489801,21577,SAVE THE PLANET COTTON TOTE BAG,6,12/2/2009 12:28,2.25,12948,United Kingdom,13.5,2.7,0,10,2306.18,10,5.07,3.38,Low Value
489802,22081,RIBBON REEL FLORA + FAUNA ,5,12/2/2009 12:32,1.65,15581,United Kingdom,8.25,1.65,0,43,5797.78,115,0.2,3.79,Mid Value
489802,84388,WISE MAN STAR SHAPE EGG PAN,1,12/2/2009 12:32,1.65,15581,United Kingdom,1.65,0.33,0,43,5797.78,115,14.47,2.21,Mid Value
489802,11001,ASSTD DESIGN RACING CAR PEN,2,12/2/2009 12:32,1.69,15581,United Kingdom,3.38,0.676,0,43,5797.78,115,10.71,3.24,Mid Value
489802,84006,MAGIC TREE -PAPER FLOWERS,1,12/2/2009 12:32,0.85,15581,United Kingdom,0.85,0.17,0,43,5797.78,115,16.72,2.76,Mid Value
489802,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,3,12/2/2009 12:32,0.21,15581,United Kingdom,0.63,0.126,0,43,5797.78,115,16.43,4.35,Mid Value
489802,20751,FUNKY WASHING UP GLOVES ASSORTED,1,12/2/2009 12:32,2.1,15581,United Kingdom,2.1,0.42,0,43,5797.78,115,16.87,4.76,Mid Value
489802,22196,SMALL HEART MEASURING SPOONS,1,12/2/2009 12:32,0.85,15581,United Kingdom,0.85,0.17,0,43,5797.78,115,9.7,4.49,Mid Value
489802,20981,12 PENCILS TALL TUBE WOODLAND,1,12/2/2009 12:32,0.85,15581,United Kingdom,0.85,0.17,0,43,5797.78,115,6.67,4.72,Mid Value
489802,20982,12 PENCILS TALL TUBE SKULLS,1,12/2/2009 12:32,0.85,15581,United Kingdom,0.85,0.17,0,43,5797.78,115,15.83,4.34,Mid Value
489802,85104,SILVER GLASS T-LIGHT SET,4,12/2/2009 12:32,2.95,15581,United Kingdom,11.8,2.36,0,43,5797.78,115,9.03,4.68,Mid Value
489802,85112,S/3 TEAR DROP CUT GLASS DECORATION,3,12/2/2009 12:32,1.25,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,3.67,4.8,Mid Value
489802,21353,SILVER SLEIGHBELL  WREATH,1,12/2/2009 12:32,7.95,15581,United Kingdom,7.95,1.59,0,43,5797.78,115,17.1,2.08,Mid Value
489802,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/2/2009 12:32,0.95,15581,United Kingdom,0.95,0.19,0,43,5797.78,115,17.65,3.72,Mid Value
489802,21508,VINTAGE KID DOLLY CARD ,12,12/2/2009 12:32,0.42,15581,United Kingdom,5.04,1.008,0,43,5797.78,115,9.33,4.08,Mid Value
489802,22028,PENNY FARTHING BIRTHDAY CARD,12,12/2/2009 12:32,0.42,15581,United Kingdom,5.04,1.008,0,43,5797.78,115,1.51,2.28,Mid Value
489802,79192A,RETRO PLASTIC 70'S TRAY,1,12/2/2009 12:32,1.25,15581,United Kingdom,1.25,0.25,0,43,5797.78,115,7.76,3.74,Mid Value
489802,85222,ASSORTED COLOUR SILK COSMETIC PURSE,3,12/2/2009 12:32,2.1,15581,United Kingdom,6.3,1.26,0,43,5797.78,115,16.07,2.57,Mid Value
489802,22046,TEA PARTY  WRAPPING PAPER ,25,12/2/2009 12:32,0.42,15581,United Kingdom,10.5,2.1,0,43,5797.78,115,18.04,2.55,Mid Value
489802,16161U,"WRAP,SUKI AND FRIENDS",25,12/2/2009 12:32,0.42,15581,United Kingdom,10.5,2.1,0,43,5797.78,115,4.07,2.21,Mid Value
489802,17033,"BROCADE PURSE,SMALL ARCH BUTTON",4,12/2/2009 12:32,0.29,15581,United Kingdom,1.16,0.232,0,43,5797.78,115,1.34,2.25,Mid Value
489802,85222,ASSORTED COLOUR SILK COSMETIC PURSE,4,12/2/2009 12:32,2.1,15581,United Kingdom,8.4,1.68,0,43,5797.78,115,17.55,4.79,Mid Value
489802,21692,SILVER LATTICE VANILLA CANDLE POT,2,12/2/2009 12:32,3.75,15581,United Kingdom,7.5,1.5,0,43,5797.78,115,7.79,4.23,Mid Value
489802,21931,JUMBO STORAGE BAG SUKI,1,12/2/2009 12:32,1.95,15581,United Kingdom,1.95,0.39,0,43,5797.78,115,10.84,3.39,Mid Value
489802,21883,STARS GIFT TAPE ,1,12/2/2009 12:32,0.65,15581,United Kingdom,0.65,0.13,0,43,5797.78,115,19.36,3.15,Mid Value
489802,21882,SKULLS TAPE,1,12/2/2009 12:32,0.65,15581,United Kingdom,0.65,0.13,0,43,5797.78,115,1.33,4.15,Mid Value
489802,21884,CAKES AND BOWS GIFT  TAPE,1,12/2/2009 12:32,0.65,15581,United Kingdom,0.65,0.13,0,43,5797.78,115,12.97,3.12,Mid Value
489802,21881,CUTE CATS TAPE,1,12/2/2009 12:32,0.65,15581,United Kingdom,0.65,0.13,0,43,5797.78,115,1.48,4.62,Mid Value
489802,21880,RED AND WHITE SPOT TAPE,1,12/2/2009 12:32,0.65,15581,United Kingdom,0.65,0.13,0,43,5797.78,115,7.51,2.2,Mid Value
489802,84692,BOX OF 24 COCKTAIL PARASOLS,1,12/2/2009 12:32,0.42,15581,United Kingdom,0.42,0.084,0,43,5797.78,115,16.08,4.29,Mid Value
489802,79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,1,12/2/2009 12:32,1.65,15581,United Kingdom,1.65,0.33,0,43,5797.78,115,8.67,4.07,Mid Value
489802,22331,WOODLAND PARTY BAG + STICKER SET,4,12/2/2009 12:32,1.65,15581,United Kingdom,6.6,1.32,0,43,5797.78,115,19.94,2.54,Mid Value
489802,21012,ANTIQUE ALL GLASS CANDLESTICK,1,12/2/2009 12:32,2.1,15581,United Kingdom,2.1,0.42,0,43,5797.78,115,11.18,3.44,Mid Value
489802,22315,200 RED + WHITE BENDY STRAWS,1,12/2/2009 12:32,1.25,15581,United Kingdom,1.25,0.25,0,43,5797.78,115,6.42,4.48,Mid Value
489802,85097B,BLUE ROCKING SINGING CANARY,2,12/2/2009 12:32,3.75,15581,United Kingdom,7.5,1.5,0,43,5797.78,115,4.4,2.58,Mid Value
489802,21486,PINK HEART DOTS HOT WATER BOTTLE,1,12/2/2009 12:32,3.75,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,7.01,4.43,Mid Value
489802,21479,WHITE SKULL HOT WATER BOTTLE ,1,12/2/2009 12:32,3.75,15581,United Kingdom,3.75,0.75,0,43,5797.78,115,7.45,4.4,Mid Value
489802,21330,WOODLAND ANIMAL  WRITING SET ,1,12/2/2009 12:32,1.65,15581,United Kingdom,1.65,0.33,0,43,5797.78,115,1.37,4.22,Mid Value
489802,21328,BALLOONS  WRITING SET ,1,12/2/2009 12:32,1.65,15581,United Kingdom,1.65,0.33,0,43,5797.78,115,7.39,4.84,Mid Value
489802,21685,MEDINA STAMPED METAL TRAY ,1,12/2/2009 12:32,14.95,15581,United Kingdom,14.95,2.99,0,43,5797.78,115,9.28,3.67,Mid Value
489802,22079,RIBBON REEL HEARTS DESIGN ,5,12/2/2009 12:32,1.65,15581,United Kingdom,8.25,1.65,0,43,5797.78,115,14.45,3,Mid Value
489802,16235,RECYCLED PENCIL WITH RABBIT ERASER,1,12/2/2009 12:32,0.21,15581,United Kingdom,0.21,0.042,0,43,5797.78,115,13.13,4.64,Mid Value
489802,84466,TOP SECRET PEN SET,1,12/2/2009 12:32,1.25,15581,United Kingdom,1.25,0.25,0,43,5797.78,115,14.18,4.34,Mid Value
489802,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1,12/2/2009 12:32,1.25,15581,United Kingdom,1.25,0.25,0,43,5797.78,115,0.17,3.18,Mid Value
489802,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2,12/2/2009 12:32,4.25,15581,United Kingdom,8.5,1.7,0,43,5797.78,115,4.35,2.85,Mid Value
489802,21507,"ELEPHANT, BIRTHDAY CARD, ",12,12/2/2009 12:32,0.42,15581,United Kingdom,5.04,1.008,0,43,5797.78,115,13.23,3.2,Mid Value
C489803,21843,RETRO SPOT CAKE STAND,-1,12/2/2009 12:34,10.95,16797,United Kingdom,-10.95,-2.19,1,9,1786.77,387,9.68,3.88,Low Value
